Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Label
0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,4
1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,2
1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,3
0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,4
1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1
0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0
1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0
1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,2
0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2
1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,2
0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,4
1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,4
1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,2
1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,2
0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,4
0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,3
0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0
0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,3
0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,2
1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,3
1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0
1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,3
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,4
0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,3
1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1
1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3
0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,4
1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,2
1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0
1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,3
0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1
1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,4
1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,3
1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,4
1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,2
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,2
1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,3
1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,2
1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1
0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0
0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,4
0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,4
0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,3
0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1
1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,3
1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,3
0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1
1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,2
1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0
1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1
0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,4
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1
1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2
1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,2
1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,3
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0
0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1
0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0
1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,3
1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0
1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,3
1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1
1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,3
1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,2
0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1
0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2
0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0
1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,4
1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,4
1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,3
1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,3
1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1
0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,4
1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,4
0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,2
0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,3
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,4
0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,4
1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,4
0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,4
0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,3
1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,2
0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,2
1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,2
0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1
1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,3
0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,3
1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,4
1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,2
1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,4
1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,2
1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2
0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1
1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1
0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1
0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0
1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,2
0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0
0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,4
0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0
1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,3
0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0
1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,3
0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,4
0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,4
1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0
0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2
0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1
1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1
0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,4
1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,3
0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,4
0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,2
0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1
1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,2
0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,2
0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0
1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,3
1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,3
0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,2
0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0
1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,2
1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,3
0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0
0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,4
1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3
1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,3
1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2
0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,4
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,2
0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,4
1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,2
0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,4
1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,4
1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,4
0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,4
1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,3
0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0
1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,3
1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,2
0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1
0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,4
0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2
1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,2
1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,3
0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1
1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2
0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,3
1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2
1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,4
0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0
1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1
1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,3
1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,3
1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,3
0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,3
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0
0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1
0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,2
0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,2
1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,3
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,3
0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3
1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,2
0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,3
0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0
0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,4
1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,3
1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0
0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3
0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,4
0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,4
0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,4
1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,2
0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0
0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,3
0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0
0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,3
1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1
0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0
0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0
0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,4
0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,4
0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0
1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,3
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,4
0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0
1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,2
0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,4
1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,4
0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4
1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,2
1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,4
0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1
1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,3
0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,3
0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1
1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,3
1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,3
0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,4
0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,2
1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,2
0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0
0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,2
0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,4
0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0
0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,4
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0
1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,3
0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4
0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,2
0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0
0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0
0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,3
1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1
1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0
1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1
1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2
1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,3
0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,2
0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,4
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,4
0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,4
0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,2
0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,3
1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1
1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0
0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,4
1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1
0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,3
1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,4
0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,3
0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1
1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0
1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,2
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3
0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,3
0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,4
0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,2
0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0
0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,3
1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,4
1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,3
0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1
1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2
0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3
0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,4
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,3
0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1
0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,4
0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,2
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,2
1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1
0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,4
0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4
1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,3
0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1
0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,4
1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,2
1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,4
1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3
